"concat";"geo";"priority";"id"
"??????, ???????? ?????, 6?";"55.149717, 61.310306";"2";"40053"
"??????, ???????? ?????, 8";"55.14983, 61.310827";"2";"40054"
"??????, ???????? ?????, 9";"55.149877, 61.309758";"2";"40055"
"??????, ???????? ?????, 9?";"55.149779, 61.309623";"2";"40056"
"??????, ???????? ?????, 1";"55.151821, 61.313836";"2";"40057"
"??????, ???????? ?????, 10";"55.152433, 61.318031";"2";"40058"
"??????, ???????? ?????, 10?";"55.152521, 61.318561";"2";"40059"
"??????, ???????? ?????, 10?";"55.153262, 61.318543";"2";"40060"
"??????, ???????? ?????, 11";"55.152217, 61.316729";"2";"40061"
"??????, ???????? ?????, 11?";"55.152259, 61.316917";"2";"40062"
"??????, ???????? ?????, 12";"55.152655, 61.318058";"2";"40063"
"??????, ???????? ?????, 13";"55.152567, 61.317088";"2";"40064"
"??????, ???????? ?????, 14";"55.152716, 61.317537";"2";"40065"
"??????, ???????? ?????, 15";"55.152644, 61.31627";"2";"40066"
"??????, ???????? ?????, 16";"55.152794, 61.317232";"2";"40067"
"??????, ???????? ?????, 16?";"55.153714, 61.317672";"2";"40068"
"??????, ???????? ?????, 18";"55.152845, 61.317043";"2";"40069"
"??????, ???????? ?????, 18?";"55.153205, 61.316899";"2";"40070"
"??????, ???????? ?????, 2";"55.151765, 61.315264";"2";"40071"
"??????, ???????? ?????, 20";"55.152984, 61.316522";"2";"40072"
"??????, ???????? ?????, 22";"55.152953, 61.316154";"2";"40073"
"??????, ???????? ?????, 24";"55.152896, 61.315731";"2";"40074"
"??????, ???????? ?????, 26";"55.152732, 61.314267";"2";"40075"
"??????, ???????? ?????, 26?";"55.153215, 61.314141";"2";"40076"
"??????, ???????? ?????, 28";"55.152686, 61.314016";"2";"40077"
"??????, ???????? ?????, 3";"55.151914, 61.314644";"2";"40078"
"??????, ???????? ?????, 4";"55.151898, 61.31636";"2";"40079"
"??????, ???????? ?????, 5";"55.151996, 61.315183";"2";"40080"
"??????, ???????? ?????, 6";"55.152084, 61.317133";"2";"40081"
"??????, ???????? ?????, 6?";"55.152161, 61.317303";"2";"40082"
"??????, ???????? ?????, 9";"55.152151, 61.316261";"2";"40083"
"??????, ???????????? ?????, 1";"55.150823, 61.296516";"2";"40084"
"??????, ???????????? ?????, 10";"55.150407, 61.295798";"2";"40085"
"??????, ???????????? ?????, 11";"55.149568, 61.296427";"2";"40086"
"??????, ???????????? ?????, 12";"55.150185, 61.295654";"2";"40087"
"??????, ???????????? ?????, 14";"55.149938, 61.295681";"2";"40088"
"??????, ???????????? ?????, 16";"55.149614, 61.29578";"2";"40089"
"??????, ???????????? ?????, 3";"55.150592, 61.296454";"2";"40090"
"??????, ???????????? ?????, 5";"55.150335, 61.296445";"2";"40091"
"??????, ???????????? ?????, 6";"55.150818, 61.295825";"2";"40092"
"??????, ???????????? ?????, 7";"55.150103, 61.296472";"2";"40093"
"??????, ???????????? ?????, 8";"55.150597, 61.295744";"2";"40094"
"??????, ???????????? ?????, 9";"55.149851, 61.296463";"2";"40095"
"??????, ???????? ?????, 1";"55.151405, 61.308293";"2";"40096"
"??????, ???????? ?????, 10";"55.151924, 61.302886";"2";"40097"
"??????, ???????? ?????, 11";"55.151363, 61.299472";"2";"40098"
"??????, ???????? ?????, 12";"55.151981, 61.302481";"2";"40099"
"??????, ???????? ?????, 13";"55.151363, 61.299077";"2";"40100"
"??????, ???????? ?????, 14";"55.151986, 61.302185";"2";"40101"
"??????, ???????? ?????, 15";"55.151317, 61.298295";"2";"40102"
"??????, ???????? ?????, 16";"55.152017, 61.301736";"2";"40103"
"??????, ???????? ?????, 18";"55.152043, 61.301206";"2";"40104"
"??????, ???????? ?????, 2";"55.151636, 61.307377";"2";"40105"
"??????, ???????? ?????, 20";"55.151981, 61.300523";"2";"40106"
"??????, ???????? ?????, 21";"55.151456, 61.297226";"2";"40107"
"??????, ???????? ?????, 23";"55.151446, 61.296813";"2";"40108"
"??????, ???????? ?????, 24";"55.151909, 61.299634";"2";"40109"
"??????, ???????? ?????, 24?";"55.152274, 61.29878";"2";"40110"
"??????, ???????? ?????, 25";"55.15142, 61.296427";"2";"40111"
"??????, ???????? ?????, 27";"55.151435, 61.296094";"2";"40112"
"??????, ???????? ?????, 3";"55.151826, 61.306488";"2";"40113"
"??????, ???????? ?????, 31";"55.151286, 61.294944";"2";"40114"
"??????, ???????? ?????, 32";"55.15176, 61.295313";"2";"40115"
"??????, ???????? ?????, 36";"55.151544, 61.294334";"2";"40116"
"??????, ???????? ?????, 4";"55.152001, 61.305859";"2";"40117"
"??????, ???????? ?????, 4?";"55.152192, 61.30558";"2";"40118"
"??????, ???????? ?????, 8";"55.151873, 61.3032";"2";"40119"
"??????, ?????????? ?????, 1";"55.151199, 61.294594";"2";"40120"
"??????, ?????????? ?????, 10";"55.149465, 61.293714";"2";"40121"
"??????, ?????????? ?????, 11";"55.149836, 61.294666";"2";"40122"
"??????, ?????????? ?????, 15";"55.149558, 61.294702";"2";"40123"
"??????, ?????????? ?????, 2";"55.151158, 61.294073";"2";"40124"
"??????, ?????????? ?????, 3";"55.150782, 61.294774";"2";"40125"
"??????, ?????????? ?????, 4";"55.150684, 61.29401";"2";"40126"
"??????, ?????????? ?????, 5";"55.150582, 61.294792";"2";"40127"
"??????, ?????????? ?????, 6";"55.150427, 61.294127";"2";"40128"
"??????, ?????????? ?????, 7";"55.150329, 61.294828";"2";"40129"
"??????, ?????????? ?????, 8";"55.149753, 61.293947";"2";"40130"
"??????, ?????????? ?????, 9";"55.150103, 61.294747";"2";"40131"
"??????, ?????????? ?????, 1";"55.148549, 61.298942";"2";"40132"
"??????, ?????????? ?????, 2/1";"55.147531, 61.298286";"2";"40133"
"??????, ?????????? ?????, 3";"55.147855, 61.29834";"2";"40134"
"??????, ?????????? ?????, 4";"55.149439, 61.296957";"2";"40135"
"??????, ?????????? ?????, 6";"55.149455, 61.295286";"2";"40136"
"??????, ???????????? ?????, 1";"55.148956, 61.315453";"2";"40137"
"??????, ???????????? ?????, 10";"55.149769, 61.313405";"2";"40138"
"??????, ???????????? ?????, 11";"55.149923, 61.311923";"2";"40139"
"??????, ???????????? ?????, 12";"55.14982, 61.313162";"2";"40140"
"??????, ???????????? ?????, 13";"55.149728, 61.311411";"2";"40141"
"??????, ???????????? ?????, 14";"55.150417, 61.311581";"2";"40142"
"??????, ???????????? ?????, 14?/1";"55.150257, 61.311994";"2";"40143"
"??????, ???????????? ?????, 15";"55.150088, 61.310818";"2";"40144"
"??????, ???????????? ?????, 16";"55.150844, 61.30938";"2";"40145"
"??????, ???????????? ?????, 19";"55.150633, 61.309264";"2";"40146"
"??????, ???????????? ?????, 2";"55.149223, 61.315408";"2";"40147"
"??????, ???????????? ?????, 3";"55.149187, 61.314537";"2";"40148"
"??????, ???????????? ?????, 4";"55.149301, 61.31513";"2";"40149"
"??????, ???????????? ?????, 4?";"55.149388, 61.31477";"2";"40150"
"??????, ???????????? ?????, 5";"55.149316, 61.31415";"2";"40151"
"??????, ???????????? ?????, 6";"55.149511, 61.314384";"2";"40152"
"??????, ???????????? ?????, 7";"55.14945, 61.313692";"2";"40153"
"??????, ???????????? ?????, 7?";"55.149414, 61.313845";"2";"40154"
"??????, ???????????? ?????, 8";"55.149655, 61.313899";"2";"40155"
"??????, ???????????? ?????, 8?";"55.149738, 61.3138";"2";"40156"
"??????, ???????????? ?????, 9";"55.14945, 61.313378";"2";"40157"
"??????, ??????-????????? ?????, 10";"55.148447, 61.315875";"2";"40158"
"??????, ??????-????????? ?????, 11";"55.149712, 61.315399";"2";"40159"
"??????, ??????-????????? ?????, 12";"55.148709, 61.315884";"2";"40160"
"??????, ??????-????????? ?????, 13";"55.14982, 61.315624";"2";"40161"
"??????, ??????-????????? ?????, 14";"55.148863, 61.315902";"2";"40162"
"??????, ??????-????????? ?????, 15";"55.150129, 61.315534";"2";"40163"
"??????, ??????-????????? ?????, 16";"55.149244, 61.315866";"2";"40164"
"??????, ??????-????????? ?????, 17";"55.150324, 61.315731";"2";"40165"
"??????, ??????-????????? ?????, 18";"55.151163, 61.3161";"2";"40166"
"??????, ??????-????????? ?????, 19";"55.150525, 61.315749";"2";"40167"
"??????, ??????-????????? ?????, 19?";"55.150592, 61.315749";"2";"40168"
"??????, ??????-????????? ?????, 1?";"55.147551, 61.315534";"2";"40169"
"??????, ??????-????????? ?????, 2";"55.14733, 61.315974";"2";"40170"
"??????, ??????-????????? ?????, 20";"55.151549, 61.315884";"2";"40171"
"??????, ??????-????????? ?????, 21";"55.150736, 61.315758";"2";"40172"
"??????, ??????-????????? ?????, 22";"55.151826, 61.315722";"2";"40173"
"??????, ??????-????????? ?????, 23";"55.151019, 61.31557";"2";"40174"
"??????, ??????-????????? ?????, 24";"55.152053, 61.315669";"2";"40175"
"??????, ??????-????????? ?????, 24?";"55.152619, 61.315435";"2";"40176"
"??????, ??????-????????? ?????, 25";"55.151178, 61.315525";"2";"40177"
"??????, ??????-????????? ?????, 26";"55.152984, 61.315201";"2";"40178"
"??????, ??????-????????? ?????, 27";"55.151317, 61.315462";"2";"40179"
"??????, ??????-????????? ?????, 28";"55.153452, 61.315013";"2";"40180"
"??????, ??????-????????? ?????, 28?";"55.153344, 61.315058";"2";"40181"
"??????, ??????-????????? ?????, 29";"55.151492, 61.315345";"2";"40182"
"??????, ??????-????????? ?????, 3";"55.147773, 61.315516";"2";"40183"
"??????, ??????-????????? ?????, 30";"55.153694, 61.315345";"2";"40184"
"??????, ??????-????????? ?????, 30?";"55.153714, 61.316369";"2";"40185"
"??????, ??????-????????? ?????, 30?/1";"55.15357, 61.316872";"2";"40186"
"??????, ??????-????????? ?????, 31";"55.151754, 61.315264";"2";"40187"
"??????, ??????-????????? ?????, 32";"55.153925, 61.314797";"2";"40188"
"??????, ??????-????????? ?????, 32?";"55.153802, 61.314806";"2";"40189"
"??????, ??????-????????? ?????, 33";"55.152104, 61.315049";"2";"40190"
"??????, ??????-????????? ?????, 34";"55.154193, 61.314689";"2";"40191"
"??????, ??????-????????? ?????, 34?";"55.154172, 61.315165";"2";"40192"
"??????, ??????-????????? ?????, 35";"55.152552, 61.314914";"2";"40193"
"??????, ??????-????????? ?????, 36";"55.154337, 61.314644";"2";"40194"
"??????, ??????-????????? ?????, 36?";"55.154491, 61.314797";"2";"40195"
"??????, ??????-????????? ?????, 37";"55.152783, 61.314833";"2";"40196"
"??????, ??????-????????? ?????, 38";"55.154702, 61.314582";"2";"40197"
"??????, ??????-????????? ?????, 39";"55.153215, 61.314653";"2";"40198"
"??????, ??????-????????? ?????, 41";"55.153519, 61.31451";"2";"40199"
"??????, ??????-????????? ?????, 43";"55.153874, 61.314411";"2";"40200"
"??????, ??????-????????? ?????, 45";"55.1539, 61.313872";"2";"40201"
"??????, ??????-????????? ?????, 47";"55.154157, 61.314195";"2";"40202"
"??????, ??????-????????? ?????, 49";"55.154429, 61.314177";"2";"40203"
"??????, ??????-????????? ?????, 49?";"55.154321, 61.314222";"2";"40204"
"??????, ??????-????????? ?????, 5";"55.147973, 61.315516";"2";"40205"
"??????, ??????-????????? ?????, 51";"55.154481, 61.313234";"2";"40206"
"??????, ??????-????????? ?????, 53";"55.154692, 61.314061";"2";"40207"
"??????, ??????-????????? ?????, 55";"55.154939, 61.313351";"2";"40208"
"??????, ??????-????????? ?????, 57";"55.155006, 61.312974";"2";"40209"
"??????, ??????-????????? ?????, 59";"55.155078, 61.312659";"2";"40210"
"??????, ??????-????????? ?????, 6";"55.147675, 61.315956";"2";"40211"
"??????, ??????-????????? ?????, 61";"55.155078, 61.312318";"2";"40212"
"??????, ??????-????????? ?????, 63";"55.15499, 61.31177";"2";"40213"
"??????, ??????-????????? ?????, 65";"55.155129, 61.311788";"2";"40214"
"??????, ??????-????????? ?????, 65?";"55.155222, 61.312066";"2";"40215"
"??????, ??????-????????? ?????, 67";"55.155, 61.311285";"2";"40216"
"??????, ??????-????????? ?????, 67?";"55.155134, 61.31115";"2";"40217"
"??????, ??????-????????? ?????, 69";"55.155319, 61.311366";"2";"40218"
"??????, ??????-????????? ?????, 7";"55.148976, 61.315453";"2";"40219"
"??????, ??????-????????? ?????, 71";"55.155386, 61.310943";"2";"40220"
"??????, ??????-????????? ?????, 73";"55.155155, 61.310368";"2";"40221"
"??????, ??????-????????? ?????, 75";"55.155592, 61.310171";"2";"40222"
"??????, ??????-????????? ?????, 77";"55.155654, 61.309776";"2";"40223"
"??????, ??????-????????? ?????, 79";"55.155736, 61.309371";"2";"40224"
"??????, ??????-????????? ?????, 7?";"55.148467, 61.314977";"2";"40225"
"??????, ??????-????????? ?????, 8";"55.148354, 61.315884";"2";"40226"
"??????, ??????-????????? ?????, 81";"55.155355, 61.309174";"2";"40227"
"??????, ??????-????????? ?????, 83";"55.155839, 61.308725";"2";"40228"
"??????, ??????-????????? ?????, 85";"55.155916, 61.30832";"2";"40229"
"??????, ??????-????????? ?????, 87";"55.156111, 61.307979";"2";"40230"
"??????, ???????? ?????, 10";"55.149882, 61.297523";"2";"40231"
"??????, ???????? ?????, 12";"55.149568, 61.297487";"2";"40232"
"??????, ???????? ?????, 2";"55.151286, 61.297639";"2";"40233"
"??????, ???????? ?????, 2?";"55.151065, 61.297532";"2";"40234"
"??????, ???????? ?????, 3";"55.150823, 61.298358";"2";"40235"
"??????, ???????? ?????, 4";"55.150571, 61.297514";"2";"40236"
"??????, ???????? ?????, 6";"55.150777, 61.297541";"2";"40237"
"??????, ???????? ?????, 8";"55.150124, 61.297505";"2";"40238"
"??????, ??????? ?????, 1";"55.153061, 61.304574";"2";"40239"
"??????, ??????? ?????, 10";"55.15515, 61.306551";"2";"40240"
"??????, ??????? ?????, 11";"55.155242, 61.306128";"2";"40241"
"??????, ??????? ?????, 14";"55.15607, 61.307269";"2";"40242"
"??????, ??????? ?????, 15";"55.156199, 61.30673";"2";"40243"
"??????, ??????? ?????, 16";"55.156322, 61.307449";"2";"40244"
"??????, ??????? ?????, 17";"55.156358, 61.306856";"2";"40245"
"??????, ??????? ?????, 19";"55.156507, 61.307";"2";"40246"
"??????, ??????? ?????, 19?";"55.156595, 61.306623";"2";"40247"
"??????, ??????? ?????, 1?";"55.152747, 61.30435";"2";"40248"
"??????, ??????? ?????, 2";"55.152984, 61.304988";"2";"40249"
"??????, ??????? ?????, 2?";"55.152521, 61.304709";"2";"40250"
"??????, ??????? ?????, 2?";"55.152788, 61.304871";"2";"40251"
"??????, ??????? ?????, 3";"55.153293, 61.304736";"2";"40252"
"??????, ??????? ?????, 4";"55.154599, 61.306398";"2";"40253"
"??????, ??????? ?????, 5";"55.153786, 61.30505";"2";"40254"
"??????, ??????? ?????, 6";"55.15482, 61.306236";"2";"40255"
"??????, ??????? ?????, 7";"55.15482, 61.30576";"2";"40256"
"??????, ??????? ?????, 8";"55.154861, 61.306515";"2";"40257"
"??????, ??????? ?????, 9";"55.155021, 61.305958";"2";"40258"
"??????, ???????? ?????, 1";"55.154239, 61.309794";"2";"40259"
"??????, ???????? ?????, 10";"55.154424, 61.31027";"2";"40260"
"??????, ???????? ?????, 11?";"55.154399, 61.307808";"2";"40261"
"??????, ???????? ?????, 12";"55.154897, 61.310063";"2";"40262"
"??????, ???????? ?????, 13";"55.154743, 61.307997";"2";"40263"
"??????, ???????? ?????, 13?";"55.154959, 61.307197";"2";"40264"
"??????, ???????? ?????, 13?";"55.1548, 61.307422";"2";"40265"
"??????, ???????? ?????, 14";"55.154692, 61.309344";"2";"40266"
"??????, ???????? ?????, 15";"55.155561, 61.304817";"2";"40267"
"??????, ???????? ?????, 15?";"55.155427, 61.305715";"2";"40268"
"??????, ???????? ?????, 16";"55.154851, 61.308805";"2";"40269"
"??????, ???????? ?????, 16?";"55.155093, 61.309111";"2";"40270"
"??????, ???????? ?????, 17";"55.155335, 61.304754";"2";"40271"
"??????, ???????? ?????, 18";"55.15499, 61.308284";"2";"40272"
"??????, ???????? ?????, 18?";"55.155299, 61.308473";"2";"40273"
"??????, ???????? ?????, 18?";"55.155453, 61.308159";"2";"40274"
"??????, ???????? ?????, 19";"55.155119, 61.304682";"2";"40275"
"??????, ???????? ?????, 1?";"55.153822, 61.311366";"2";"40276"
"??????, ???????? ?????, 1?";"55.153761, 61.312138";"2";"40277"
"??????, ???????? ?????, 1?";"55.153817, 61.311734";"2";"40278"
"??????, ???????? ?????, 1?";"55.153509, 61.312992";"2";"40279"
"??????, ???????? ?????, 1?";"55.154105, 61.310207";"2";"40280"
"??????, ???????? ?????, 20";"55.155196, 61.307566";"2";"40281"
"??????, ???????? ?????, 22";"55.155283, 61.307323";"2";"40282"
"??????, ???????? ?????, 23";"55.15515, 61.304134";"2";"40283"
"??????, ???????? ?????, 24";"55.155355, 61.30709";"2";"40284"
"??????, ???????? ?????, 25";"55.155381, 61.304224";"2";"40285"
"??????, ???????? ?????, 26";"55.155427, 61.306739";"2";"40286"
"??????, ???????? ?????, 27";"55.155643, 61.304467";"2";"40287"
"??????, ???????? ?????, 28";"55.155525, 61.306299";"2";"40288"
"??????, ???????? ?????, 29";"55.156009, 61.303056";"2";"40289"
"??????, ???????? ?????, 2?";"55.153972, 61.31283";"2";"40290"
"??????, ???????? ?????, 2?";"55.153992, 61.312417";"2";"40291"
"??????, ???????? ?????, 2?";"55.154002, 61.31221";"2";"40292"
"??????, ???????? ?????, 2?";"55.153781, 61.313243";"2";"40293"
"??????, ???????? ?????, 2?";"55.153658, 61.313477";"2";"40294"
"??????, ???????? ?????, 3";"55.154579, 61.308635";"2";"40295"
"??????, ???????? ?????, 30";"55.155669, 61.305868";"2";"40296"
"??????, ???????? ?????, 31";"55.155829, 61.303002";"2";"40297"
"??????, ???????? ?????, 32";"55.155762, 61.305562";"2";"40298"
"??????, ???????? ?????, 32?";"55.155787, 61.305392";"2";"40299"
"??????, ???????? ?????, 33";"55.155643, 61.302886";"2";"40300"
"??????, ???????? ?????, 34";"55.155901, 61.305122";"2";"40301"
"??????, ???????? ?????, 35";"55.155515, 61.302742";"2";"40302"
"??????, ???????? ?????, 35/1";"55.155386, 61.302948";"2";"40303"
"??????, ???????? ?????, 35?";"55.155294, 61.30267";"2";"40304"
"??????, ???????? ?????, 36";"55.155937, 61.30488";"2";"40305"
"??????, ???????? ?????, 37";"55.155916, 61.302032";"2";"40306"
"??????, ???????? ?????, 38";"55.155983, 61.304583";"2";"40307"
"??????, ???????? ?????, 39";"55.156132, 61.302364";"2";"40308"
"??????, ???????? ?????, 39?";"55.156168, 61.301493";"2";"40309"
"??????, ???????? ?????, 39?";"55.156153, 61.301951";"2";"40310"
"??????, ???????? ?????, 3?";"55.154275, 61.309443";"2";"40311"
"??????, ???????? ?????, 3?";"55.154239, 61.309569";"2";"40312"
"??????, ???????? ?????, 3?";"55.154352, 61.309147";"2";"40313"
"??????, ???????? ?????, 4";"55.154146, 61.311698";"2";"40314"
"??????, ???????? ?????, 40";"55.15624, 61.304547";"2";"40315"
"??????, ???????? ?????, 41";"55.156194, 61.30081";"2";"40316"
"??????, ???????? ?????, 41?";"55.156034, 61.30037";"2";"40317"
"??????, ???????? ?????, 42";"55.156194, 61.303829";"2";"40318"
"??????, ???????? ?????, 43";"55.15607, 61.299912";"2";"40319"
"??????, ???????? ?????, 44";"55.15625, 61.303308";"2";"40320"
"??????, ???????? ?????, 46";"55.156446, 61.302859";"2";"40321"
"??????, ???????? ?????, 46?";"55.156636, 61.303407";"2";"40322"
"??????, ???????? ?????, 46?/1";"55.156338, 61.303101";"2";"40323"
"??????, ???????? ?????, 46?";"55.156801, 61.303119";"2";"40324"
"??????, ???????? ?????, 48";"55.156662, 61.302589";"2";"40325"
"??????, ???????? ?????, 48?";"55.156682, 61.302158";"2";"40326"
"??????, ???????? ?????, 49";"55.156538, 61.298412";"2";"40327"
"??????, ???????? ?????, 4?";"55.154074, 61.312039";"2";"40328"
"??????, ???????? ?????, 5";"55.154388, 61.308518";"2";"40329"
"??????, ???????? ?????, 51";"55.156729, 61.297379";"2";"40330"
"??????, ???????? ?????, 52";"55.156878, 61.301475";"2";"40331"
"??????, ???????? ?????, 52-2";"55.156646, 61.301125";"2";"40332"
"??????, ???????? ?????, 52/3";"55.156616, 61.301646";"2";"40333"
"??????, ???????? ?????, 52?";"55.156878, 61.301026";"2";"40334"
"??????, ???????? ?????, 52?";"55.156837, 61.301924";"2";"40335"
"??????, ???????? ?????, 54";"55.156708, 61.300469";"2";"40336"
"??????, ???????? ?????, 56";"55.156708, 61.300083";"2";"40337"
"??????, ???????? ?????, 56?";"55.15678, 61.299661";"2";"40338"
"??????, ???????? ?????, 58?1";"55.157511, 61.298978";"2";"40339"
"??????, ???????? ?????, 6";"55.154316, 61.311285";"2";"40340"
"??????, ???????? ?????, 60";"55.157222, 61.299427";"2";"40341"
"??????, ???????? ?????, 64?";"55.157469, 61.295753";"2";"40342"
"??????, ???????? ?????, 6?";"55.154661, 61.311536";"2";"40343"
"??????, ???????? ?????, 7";"55.154126, 61.308239";"2";"40344"
"??????, ???????? ?????, 8";"55.154357, 61.310854";"2";"40345"
"??????, ???????? ?????, 8?";"55.154368, 61.310602";"2";"40346"
"??????, ???????? ?????, 9";"55.154213, 61.307656";"2";"40347"
"??????, ????????? ?????, 1";"55.148117, 61.311087";"2";"40348"
"??????, ????????? ?????, 10";"55.149892, 61.312848";"2";"40349"
"??????, ????????? ?????, 11";"55.149779, 61.312183";"2";"40350"
"??????, ????????? ?????, 12";"55.150221, 61.313144";"2";"40351"
"??????, ????????? ?????, 13";"55.150288, 61.312533";"2";"40352"
"??????, ????????? ?????, 14";"55.150494, 61.31354";"2";"40353"
"??????, ????????? ?????, 14?";"55.150185, 61.313827";"2";"40354"
"??????, ????????? ?????, 15";"55.150484, 61.312641";"2";"40355"
"??????, ????????? ?????, 16";"55.150679, 61.313854";"2";"40356"
"??????, ????????? ?????, 17";"55.150751, 61.312848";"2";"40357"
"??????, ????????? ?????, 18?";"55.150792, 61.313656";"2";"40358"
"??????, ????????? ?????, 18?";"55.150859, 61.314186";"2";"40359"
"??????, ????????? ?????, 19";"55.150885, 61.312803";"2";"40360"
"??????, ????????? ?????, 1?";"55.14786, 61.311033";"2";"40361"
"??????, ????????? ?????, 2";"55.148359, 61.311779";"2";"40362"
"??????, ????????? ?????, 20";"55.151003, 61.313566";"2";"40363"
"??????, ????????? ?????, 21";"55.150993, 61.312992";"2";"40364"
"??????, ????????? ?????, 21?";"55.151255, 61.31248";"2";"40365"
"??????, ????????? ?????, 21?";"55.151158, 61.313045";"2";"40366"
"??????, ????????? ?????, 22";"55.151605, 61.313782";"2";"40367"
"??????, ????????? ?????, 22?";"55.151384, 61.313809";"2";"40368"
"??????, ????????? ?????, 23";"55.151245, 61.313126";"2";"40369"
"??????, ????????? ?????, 23?";"55.151384, 61.313198";"2";"40370"
"??????, ????????? ?????, 24";"55.152161, 61.314007";"2";"40371"
"??????, ????????? ?????, 25";"55.151616, 61.31327";"2";"40372"
"??????, ????????? ?????, 26";"55.152382, 61.314025";"2";"40373"
"??????, ????????? ?????, 27";"55.15176, 61.313306";"2";"40374"
"??????, ????????? ?????, 29";"55.151914, 61.313315";"2";"40375"
"??????, ????????? ?????, 2?";"55.148097, 61.311653";"2";"40376"
"??????, ????????? ?????, 3";"55.148374, 61.311294";"2";"40377"
"??????, ????????? ?????, 31";"55.152048, 61.313342";"2";"40378"
"??????, ????????? ?????, 33";"55.15231, 61.31345";"2";"40379"
"??????, ????????? ?????, 35";"55.152469, 61.313459";"2";"40380"
"??????, ????????? ?????, 35?";"55.152454, 61.313108";"2";"40381"
"??????, ????????? ?????, 37";"55.152799, 61.313495";"2";"40382"
"??????, ????????? ?????, 39";"55.153169, 61.313495";"2";"40383"
"??????, ????????? ?????, 39?";"55.152958, 61.313432";"2";"40384"
"??????, ????????? ?????, 4";"55.148637, 61.312012";"2";"40385"
"??????, ????????? ?????, 4?";"55.148462, 61.311806";"2";"40386"
"??????, ????????? ?????, 5";"55.148513, 61.311393";"2";"40387"
"??????, ????????? ?????, 6";"55.149352, 61.312902";"2";"40388"
"??????, ????????? ?????, 6/1";"55.149501, 61.312596";"2";"40389"
"??????, ????????? ?????, 6?";"55.14929, 61.312444";"2";"40390"
"??????, ????????? ?????, 6?";"55.149095, 61.312309";"2";"40391"
"??????, ????????? ?????, 7";"55.148668, 61.311518";"2";"40392"
"??????, ????????? ?????, 8";"55.149676, 61.312704";"2";"40393"
"??????, ????????? ?????, 9";"55.149424, 61.311923";"2";"40394"
"??????, ????????? ?????, 9?";"55.149285, 61.311896";"2";"40395"
"??????, ????????? ?????, 2";"55.148035, 61.314096";"2";"40396"
"??????, ????????? ?????, 2?";"55.147845, 61.313917";"2";"40397"
"??????, ????????? ?????, 3";"55.147917, 61.313333";"2";"40398"
"??????, ????????? ?????, 4";"55.148338, 61.314276";"2";"40399"
"??????, ????????? ?????, 4?";"55.148524, 61.314573";"2";"40400"
"??????, ????????? ?????, 5";"55.148246, 61.313701";"2";"40401"
"??????, ????????? ?????, 6";"55.148987, 61.314869";"2";"40402"
"??????, ????????? ?????, 6?";"55.148637, 61.315183";"2";"40403"
"??????, ????????? ?????, 7";"55.148652, 61.314123";"2";"40404"
"??????, ????????? ?????, 9?";"55.148925, 61.314276";"2";"40405"
"??????, ??????? ?????, 1";"55.153478, 61.298708";"2";"40406"
"??????, ??????? ?????, 10";"55.153936, 61.299768";"2";"40407"
"??????, ??????? ?????, 11";"55.153756, 61.296346";"2";"40408"
"??????, ??????? ?????, 12";"55.153936, 61.299319";"2";"40409"
"??????, ??????? ?????, 13";"55.153792, 61.29604";"2";"40410"
"??????, ??????? ?????, 14";"55.153966, 61.298807";"2";"40411"
"??????, ??????? ?????, 15";"55.153792, 61.295807";"2";"40412"
"??????, ??????? ?????, 16";"55.154028, 61.298367";"2";"40413"
"??????, ??????? ?????, 16?";"55.153915, 61.298133";"2";"40414"
"??????, ??????? ?????, 17";"55.153838, 61.295205";"2";"40415"
"??????, ??????? ?????, 17?";"55.153797, 61.29481";"2";"40416"
"??????, ??????? ?????, 18";"55.153977, 61.297729";"2";"40417"
"??????, ??????? ?????, 18?";"55.153977, 61.297442";"2";"40418"
"??????, ??????? ?????, 19";"55.15392, 61.294154";"2";"40419"
"??????, ??????? ?????, 19?";"55.153889, 61.294558";"2";"40420"
"??????, ??????? ?????, 1?";"55.153282, 61.298214";"2";"40421"
"??????, ??????? ?????, 1?";"55.153519, 61.298421";"2";"40422"
"??????, ??????? ?????, 1?";"55.153555, 61.299768";"2";"40423"
"??????, ??????? ?????, 1?";"55.153617, 61.300128";"2";"40424"
"??????, ??????? ?????, 2";"55.15393, 61.301592";"2";"40425"
"??????, ??????? ?????, 20";"55.154085, 61.297208";"2";"40426"
"??????, ??????? ?????, 22";"55.154038, 61.296768";"2";"40427"
"??????, ??????? ?????, 24";"55.154105, 61.296409";"2";"40428"
"??????, ??????? ?????, 26";"55.154105, 61.296112";"2";"40429"
"??????, ??????? ?????, 28";"55.154146, 61.295708";"2";"40430"
"??????, ??????? ?????, 28?";"55.154543, 61.295933";"2";"40431"
"??????, ??????? ?????, 2?";"55.154018, 61.302059";"2";"40432"
"??????, ??????? ?????, 3";"55.153519, 61.297963";"2";"40433"
"??????, ??????? ?????, 30";"55.154332, 61.295385";"2";"40434"
"??????, ??????? ?????, 30?";"55.154579, 61.295483";"2";"40435"
"??????, ??????? ?????, 32";"55.154229, 61.294729";"2";"40436"
"??????, ??????? ?????, 34";"55.154265, 61.294316";"2";"40437"
"??????, ??????? ?????, 36";"55.154208, 61.293992";"2";"40438"
"??????, ??????? ?????, 36?";"55.154373, 61.293795";"2";"40439"
"??????, ??????? ?????, 4";"55.153925, 61.300972";"2";"40440"
