"concat";"geo";"priority";"id"
"?????????? ?????, 5";"55.161615, 61.253676";"1";"4786"
"?????????? ?????, 6";"55.161661, 61.253011";"1";"4787"
"?????????? ?????, 7";"55.161275, 61.253676";"1";"4788"
"?????????? ?????, 8";"55.161358, 61.253002";"1";"4789"
"?????????? ?????, 9";"55.161075, 61.253712";"1";"4790"
"??????????? ????????, 1";"55.181801, 61.445251";"1";"4791"
"??????????? ????????, 10";"55.181683, 61.443652";"1";"4792"
"??????????? ????????, 11";"55.180963, 61.441531";"1";"4793"
"??????????? ????????, 12";"55.181616, 61.443319";"1";"4794"
"??????????? ????????, 14";"55.181534, 61.442888";"1";"4795"
"??????????? ????????, 16";"55.181472, 61.442592";"1";"4796"
"??????????? ????????, 18";"55.181364, 61.442205";"1";"4797"
"??????????? ????????, 1?";"55.181688, 61.444792";"1";"4798"
"??????????? ????????, 2";"55.181981, 61.445116";"1";"4799"
"??????????? ????????, 20";"55.181308, 61.441819";"1";"4800"
"??????????? ????????, 22";"55.181205, 61.441442";"1";"4801"
"??????????? ????????, 24";"55.181148, 61.441154";"1";"4802"
"??????????? ????????, 3";"55.181575, 61.444316";"1";"4803"
"??????????? ????????, 32";"55.180773, 61.439151";"1";"4804"
"??????????? ????????, 34";"55.180629, 61.43854";"1";"4805"
"??????????? ????????, 36";"55.180506, 61.437974";"1";"4806"
"??????????? ????????, 36?";"55.180573, 61.438262";"1";"4807"
"??????????? ????????, 36?";"55.180701, 61.438783";"1";"4808"
"??????????? ????????, 38";"55.180444, 61.437687";"1";"4809"
"??????????? ????????, 4";"55.181904, 61.44473";"1";"4810"
"??????????? ????????, 5";"55.18139, 61.443499";"1";"4811"
"??????????? ????????, 6";"55.181853, 61.444442";"1";"4812"
"??????????? ????????, 7";"55.181313, 61.443014";"1";"4813"
"??????????? ????????, 8";"55.18175, 61.444038";"1";"4814"
"??????????? ????????, 9";"55.181133, 61.442115";"1";"4815"
"?????????? ????????, 10";"55.122575, 61.499033";"1";"4816"
"?????????? ????????, 2";"55.121309, 61.504315";"1";"4817"
"?????????? ????????, 4";"55.121778, 61.501898";"1";"4818"
"?????????? ????????, 5";"55.120938, 61.502931";"1";"4819"
"?????????? ????????, 5?";"55.120521, 61.503309";"1";"4820"
"?????????? ????????, 5?";"55.120635, 61.502581";"1";"4821"
"?????????? ????????, 5?";"55.12099, 61.50179";"1";"4822"
"?????????? ????????, 5?";"55.121149, 61.501009";"1";"4823"
"?????????? ????????, 6";"55.122267, 61.500919";"1";"4824"
"?????????? ????????, 8";"55.122267, 61.4995";"1";"4825"
"?????????? ????????, 9";"55.121515, 61.5002";"1";"4826"
"??????????? ?????, 11";"55.242391, 61.410629";"1";"4827"
"??????????? ?????, 4";"55.243705, 61.411492";"1";"4828"
"?????????????? ?????, 1";"55.192626, 61.420502";"1";"4829"
"?????????????? ?????, 1/1";"55.192235, 61.419882";"1";"4830"
"?????????????? ?????, 10";"55.188987, 61.423664";"1";"4831"
"?????????????? ?????, 100";"55.17864, 61.428102";"1";"4832"
"?????????????? ?????, 100?";"55.177139, 61.429153";"1";"4833"
"?????????????? ?????, 101";"55.169622, 61.435809";"1";"4834"
"?????????????? ?????, 102";"55.1772, 61.427724";"1";"4835"
"?????????????? ?????, 103";"55.169154, 61.435225";"1";"4836"
"?????????????? ?????, 103?";"55.169529, 61.435423";"1";"4837"
"?????????????? ?????, 104";"55.176064, 61.429835";"1";"4838"
"?????????????? ?????, 104?";"55.17572, 61.428722";"1";"4839"
"?????????????? ?????, 105";"55.168763, 61.435477";"1";"4840"
"?????????????? ?????, 106";"55.175236, 61.4298";"1";"4841"
"?????????????? ?????, 107";"55.167596, 61.435351";"1";"4842"
"?????????????? ?????, 108";"55.174697, 61.430168";"1";"4843"
"?????????????? ?????, 109";"55.167076, 61.435333";"1";"4844"
"?????????????? ?????, 11";"55.188422, 61.424419";"1";"4845"
"?????????????? ?????, 110";"55.174152, 61.430491";"1";"4846"
"?????????????? ?????, 111";"55.166305, 61.435567";"1";"4847"
"?????????????? ?????, 111?1";"55.166675, 61.436231";"1";"4848"
"?????????????? ?????, 111?2";"55.16596, 61.436734";"1";"4849"
"?????????????? ?????, 112";"55.173622, 61.430833";"1";"4850"
"?????????????? ?????, 113";"55.165544, 61.434938";"1";"4851"
"?????????????? ?????, 114";"55.172995, 61.431839";"1";"4852"
"?????????????? ?????, 114?";"55.172856, 61.430833";"1";"4853"
"?????????????? ?????, 114?";"55.172707, 61.430078";"1";"4854"
"?????????????? ?????, 115";"55.16504, 61.434866";"1";"4855"
"?????????????? ?????, 116";"55.172054, 61.432405";"1";"4856"
"?????????????? ?????, 116?";"55.171709, 61.431569";"1";"4857"
"?????????????? ?????, 116?";"55.17174, 61.429898";"1";"4858"
"?????????????? ?????, 116?";"55.170861, 61.429269";"1";"4859"
"?????????????? ?????, 116?";"55.170501, 61.429207";"1";"4860"
"?????????????? ?????, 116?";"55.170568, 61.42988";"1";"4861"
"?????????????? ?????, 117";"55.163826, 61.435621";"1";"4862"
"?????????????? ?????, 117/1";"55.164371, 61.434731";"1";"4863"
"?????????????? ?????, 117/2";"55.1645, 61.435881";"1";"4864"
"?????????????? ?????, 117/3";"55.162741, 61.435252";"1";"4865"
"?????????????? ?????, 117?4";"55.163291, 61.434534";"1";"4866"
"?????????????? ?????, 118";"55.169164, 61.434192";"1";"4867"
"?????????????? ?????, 119";"55.162021, 61.434291";"1";"4868"
"?????????????? ?????, 12";"55.188375, 61.423736";"1";"4869"
"?????????????? ?????, 120";"55.167637, 61.434561";"1";"4870"
"?????????????? ?????, 121";"55.160278, 61.433941";"1";"4871"
"?????????????? ?????, 122";"55.167236, 61.434516";"1";"4872"
"?????????????? ?????, 124";"55.1665, 61.433581";"1";"4873"
"?????????????? ?????, 124?";"55.166716, 61.432423";"1";"4874"
"?????????????? ?????, 124?";"55.167236, 61.43377";"1";"4875"
"?????????????? ?????, 124?";"55.166408, 61.429296";"1";"4876"
"?????????????? ?????, 124?1";"55.166192, 61.431812";"1";"4877"
"?????????????? ?????, 124?4";"55.16558, 61.432701";"1";"4878"
"?????????????? ?????, 124?5";"55.167004, 61.431875";"1";"4879"
"?????????????? ?????, 124?6";"55.167323, 61.432602";"1";"4880"
"?????????????? ?????, 126";"55.166799, 61.43439";"1";"4881"
"?????????????? ?????, 13";"55.188103, 61.424446";"1";"4882"
"?????????????? ?????, 132";"55.165302, 61.433366";"1";"4883"
"?????????????? ?????, 134";"55.164886, 61.434022";"1";"4884"
"?????????????? ?????, 136";"55.163513, 61.430931";"1";"4885"
"?????????????? ?????, 136/10";"55.163785, 61.432701";"1";"4886"
"?????????????? ?????, 136/3";"55.164371, 61.433995";"1";"4887"
"?????????????? ?????, 136/7";"55.164119, 61.431937";"1";"4888"
"?????????????? ?????, 136?1";"55.163291, 61.433096";"1";"4889"
"?????????????? ?????, 136?3";"55.164407, 61.431057";"1";"4890"
"?????????????? ?????, 14";"55.188206, 61.423772";"1";"4891"
"?????????????? ?????, 15/1";"55.18782, 61.424464";"1";"4892"
"?????????????? ?????, 15/2";"55.187723, 61.424464";"1";"4893"
"?????????????? ?????, 16";"55.187949, 61.423799";"1";"4894"
"?????????????? ?????, 17";"55.187296, 61.424535";"1";"4895"
"?????????????? ?????, 18";"55.187795, 61.423799";"1";"4896"
"?????????????? ?????, 19";"55.186936, 61.424526";"1";"4897"
"?????????????? ?????, 1?";"55.190996, 61.426036";"1";"4898"
"?????????????? ?????, 1?/1";"55.191084, 61.427293";"1";"4899"
"?????????????? ?????, 1?/2";"55.190107, 61.425227";"1";"4900"
"?????????????? ?????, 1?/3";"55.191788, 61.424634";"1";"4901"
"?????????????? ?????, 1?/4";"55.19059, 61.426862";"1";"4902"
"?????????????? ?????, 1?";"55.190786, 61.424751";"1";"4903"
"?????????????? ?????, 2";"55.191392, 61.423089";"1";"4904"
"?????????????? ?????, 20";"55.187604, 61.423817";"1";"4905"
"?????????????? ?????, 21";"55.186479, 61.424607";"1";"4906"
"?????????????? ?????, 24";"55.186947, 61.423628";"1";"4907"
"?????????????? ?????, 25";"55.185004, 61.425047";"1";"4908"
"?????????????? ?????, 25/1";"55.184983, 61.424661";"1";"4909"
"?????????????? ?????, 26";"55.186381, 61.423808";"1";"4910"
"?????????????? ?????, 28";"55.185949, 61.423898";"1";"4911"
"?????????????? ?????, 29";"55.184387, 61.425362";"1";"4912"
"?????????????? ?????, 2?";"55.191855, 61.422667";"1";"4913"
"?????????????? ?????, 2?";"55.19095, 61.423466";"1";"4914"
"?????????????? ?????, 2?/1";"55.19093, 61.423062";"1";"4915"
"?????????????? ?????, 30";"55.185235, 61.423951";"1";"4916"
"?????????????? ?????, 31";"55.183976, 61.425604";"1";"4917"
"?????????????? ?????, 31?";"55.183821, 61.425847";"1";"4918"
"?????????????? ?????, 32";"55.184819, 61.423996";"1";"4919"
"?????????????? ?????, 33";"55.183554, 61.425901";"1";"4920"
"?????????????? ?????, 34";"55.184366, 61.424481";"1";"4921"
"?????????????? ?????, 35";"55.18342, 61.426036";"1";"4922"
"?????????????? ?????, 36";"55.184166, 61.424598";"1";"4923"
"?????????????? ?????, 37";"55.183179, 61.426134";"1";"4924"
"?????????????? ?????, 38";"55.183981, 61.424724";"1";"4925"
"?????????????? ?????, 39";"55.182984, 61.426269";"1";"4926"
"?????????????? ?????, 4";"55.190447, 61.423502";"1";"4927"
"?????????????? ?????, 40";"55.183801, 61.424841";"1";"4928"
"?????????????? ?????, 41";"55.182747, 61.426449";"1";"4929"
"?????????????? ?????, 42";"55.183652, 61.424922";"1";"4930"
"?????????????? ?????, 43";"55.182444, 61.426619";"1";"4931"
"?????????????? ?????, 44";"55.183446, 61.425047";"1";"4932"
"?????????????? ?????, 45";"55.182254, 61.426736";"1";"4933"
"?????????????? ?????, 46";"55.183246, 61.425209";"1";"4934"
"?????????????? ?????, 47";"55.182079, 61.426853";"1";"4935"
"?????????????? ?????, 48";"55.18305, 61.425335";"1";"4936"
"?????????????? ?????, 49";"55.181884, 61.426988";"1";"4937"
"?????????????? ?????, 49?";"55.181806, 61.427033";"1";"4938"
"?????????????? ?????, 4?";"55.190482, 61.422891";"1";"4939"
"?????????????? ?????, 5";"55.189552, 61.424302";"1";"4940"
"?????????????? ?????, 50";"55.182886, 61.425425";"1";"4941"
"?????????????? ?????, 51";"55.18156, 61.427203";"1";"4942"
"?????????????? ?????, 52";"55.182577, 61.42564";"1";"4943"
"?????????????? ?????, 53";"55.180727, 61.427958";"1";"4944"
"?????????????? ?????, 53?";"55.180835, 61.429413";"1";"4945"
"?????????????? ?????, 53?";"55.181046, 61.430437";"1";"4946"
"?????????????? ?????, 54";"55.182099, 61.425901";"1";"4947"
"?????????????? ?????, 55";"55.180331, 61.428353";"1";"4948"
"?????????????? ?????, 55?";"55.180321, 61.430779";"1";"4949"
"?????????????? ?????, 56";"55.181955, 61.426054";"1";"4950"
"?????????????? ?????, 57";"55.179838, 61.428533";"1";"4951"
"?????????????? ?????, 58";"55.181776, 61.426089";"1";"4952"
"?????????????? ?????, 59";"55.179457, 61.428919";"1";"4953"
"?????????????? ?????, 60";"55.181529, 61.426251";"1";"4954"
"?????????????? ?????, 61";"55.178938, 61.429027";"1";"4955"
"?????????????? ?????, 61?";"55.179591, 61.430114";"1";"4956"
"?????????????? ?????, 62";"55.18121, 61.426539";"1";"4957"
"?????????????? ?????, 63";"55.178624, 61.429512";"1";"4958"
"?????????????? ?????, 63?";"55.178624, 61.430419";"1";"4959"
"?????????????? ?????, 63?";"55.178619, 61.431443";"1";"4960"
"?????????????? ?????, 63?";"55.177966, 61.430105";"1";"4961"
"?????????????? ?????, 64";"55.180758, 61.426835";"1";"4962"
"?????????????? ?????, 65";"55.177236, 61.429952";"1";"4963"
"?????????????? ?????, 65?";"55.177421, 61.430797";"1";"4964"
"?????????????? ?????, 65?";"55.177612, 61.431776";"1";"4965"
"?????????????? ?????, 66";"55.180125, 61.427284";"1";"4966"
"?????????????? ?????, 66?";"55.179252, 61.427132";"1";"4967"
"?????????????? ?????, 66??1";"55.179036, 61.426054";"1";"4968"
"?????????????? ?????, 67";"55.176357, 61.430536";"1";"4969"
"?????????????? ?????, 68";"55.179488, 61.427715";"1";"4970"
"?????????????? ?????, 69";"55.175679, 61.430985";"1";"4971"
"?????????????? ?????, 7";"55.189234, 61.42432";"1";"4972"
"?????????????? ?????, 71";"55.175154, 61.431273";"1";"4973"
"?????????????? ?????, 73";"55.174604, 61.431686";"1";"4974"
"?????????????? ?????, 75";"55.174002, 61.432072";"1";"4975"
"?????????????? ?????, 77";"55.173617, 61.432324";"1";"4976"
"?????????????? ?????, 79";"55.173288, 61.43253";"1";"4977"
"?????????????? ?????, 8";"55.189593, 61.423574";"1";"4978"
"?????????????? ?????, 81";"55.172923, 61.432773";"1";"4979"
"?????????????? ?????, 83";"55.172475, 61.433078";"1";"4980"
"?????????????? ?????, 83?";"55.172666, 61.433842";"1";"4981"
"?????????????? ?????, 85";"55.17208, 61.433321";"1";"4982"
"?????????????? ?????, 87";"55.17172, 61.433581";"1";"4983"
"?????????????? ?????, 89";"55.171771, 61.434399";"1";"4984"
"?????????????? ?????, 9";"55.188905, 61.424302";"1";"4985"
"?????????????? ?????, 91";"55.171329, 61.433842";"1";"4986"
"?????????????? ?????, 93";"55.170959, 61.434022";"1";"4987"
"?????????????? ?????, 93?";"55.170491, 61.434704";"1";"4988"
"?????????????? ?????, 97";"55.169899, 61.43474";"1";"4989"
"?????????????? ?????, 98";"55.178799, 61.427033";"1";"4990"
"?????????????? ?????, 98?";"55.178424, 61.425766";"1";"4991"
"?????????????? ?????, 99";"55.169498, 61.43501";"1";"4992"
"?????????????? ????????, 11";"55.159038, 61.437615";"1";"4993"
"?????????????? ????????, 2";"55.159444, 61.437588";"1";"4994"
"?????????????? ????????, 2?";"55.159954, 61.437902";"1";"4995"
"?????????????? ????????, 3";"55.159707, 61.432593";"1";"4996"
"?????????????? ????????, 3/1";"55.158652, 61.439591";"1";"4997"
"?????????????? ????????, 3/2";"55.159743, 61.431937";"1";"4998"
"?????????????? ????????, 4";"55.159491, 61.436483";"1";"4999"
"?????????????? ????????, 4?";"55.159846, 61.437085";"1";"5000"
"?????????????? ????????, 6";"55.15963, 61.434623";"1";"5001"
"?????????????? ????????, 6?";"55.160067, 61.436267";"1";"5002"
"????????????? ?????, 1";"55.130631, 61.392492";"1";"5003"
"????????????? ?????, 10";"55.130997, 61.392771";"1";"5004"
"????????????? ?????, 11";"55.131439, 61.390211";"1";"5005"
"????????????? ?????, 12?";"55.131265, 61.392205";"1";"5006"
"????????????? ?????, 13";"55.131553, 61.389672";"1";"5007"
"????????????? ?????, 14";"55.131301, 61.391576";"1";"5008"
"????????????? ?????, 14?";"55.131228, 61.39181";"1";"5009"
"????????????? ?????, 15";"55.131666, 61.389339";"1";"5010"
"????????????? ?????, 16?";"55.131584, 61.391639";"1";"5011"
"????????????? ?????, 17";"55.131764, 61.388908";"1";"5012"
"????????????? ?????, 18";"55.131414, 61.391262";"1";"5013"
"????????????? ?????, 1?";"55.130724, 61.392726";"1";"5014"
"????????????? ?????, 2";"55.13076, 61.39349";"1";"5015"
"????????????? ?????, 20";"55.131609, 61.391181";"1";"5016"
"????????????? ?????, 21";"55.131903, 61.388369";"1";"5017"
"????????????? ?????, 22";"55.131527, 61.390884";"1";"5018"
"????????????? ?????, 23";"55.131934, 61.388181";"1";"5019"
"????????????? ?????, 24";"55.131599, 61.390741";"1";"5020"
"????????????? ?????, 25";"55.13199, 61.387947";"1";"5021"
"????????????? ?????, 26";"55.131697, 61.39066";"1";"5022"
"????????????? ?????, 27";"55.132001, 61.387606";"1";"5023"
"????????????? ?????, 27?";"55.132109, 61.387453";"1";"5024"
"????????????? ?????, 29";"55.132181, 61.387246";"1";"5025"
"????????????? ?????, 3";"55.130812, 61.392394";"1";"5026"
"????????????? ?????, 30";"55.131738, 61.390319";"1";"5027"
"????????????? ?????, 32";"55.131949, 61.390265";"1";"5028"
"????????????? ?????, 33";"55.132078, 61.386779";"1";"5029"
"????????????? ?????, 34";"55.13182, 61.389986";"1";"5030"
"????????????? ?????, 36";"55.131913, 61.389546";"1";"5031"
"????????????? ?????, 38";"55.131995, 61.389259";"1";"5032"
"????????????? ?????, 4";"55.130873, 61.393085";"1";"5033"
"????????????? ?????, 40";"55.132047, 61.388899";"1";"5034"
"????????????? ?????, 40?";"55.132258, 61.389097";"1";"5035"
"????????????? ?????, 42";"55.132057, 61.388746";"1";"5036"
"????????????? ?????, 46";"55.132134, 61.388504";"1";"5037"
"????????????? ?????, 46?";"55.132165, 61.388216";"1";"5038"
"????????????? ?????, 48";"55.132278, 61.387884";"1";"5039"
"????????????? ?????, 5";"55.130812, 61.392151";"1";"5040"
"????????????? ?????, 50";"55.132345, 61.387642";"1";"5041"
"????????????? ?????, 52";"55.132423, 61.387354";"1";"5042"
"????????????? ?????, 56?";"55.132747, 61.386752";"1";"5043"
"????????????? ?????, 5?";"55.130961, 61.39172";"1";"5044"
"????????????? ?????, 6";"55.131023, 61.392987";"1";"5045"
"????????????? ?????, 7?";"55.131007, 61.391028";"1";"5046"
"????????????? ?????, 9";"55.131306, 61.390822";"1";"5047"
"????????????? ?????, 38";"55.170547, 61.417232";"1";"5048"
"???????? ?????, 17";"55.106793, 61.482081";"1";"5049"
"???????? ?????, 18";"55.106345, 61.481929";"1";"5050"
"???????? ?????, 19";"55.106696, 61.482531";"1";"5051"
"???????? ?????, 20";"55.106273, 61.482333";"1";"5052"
"???????? ?????, 21";"55.106768, 61.48342";"1";"5053"
"???????? ?????, 22";"55.106242, 61.482845";"1";"5054"
"???????? ?????, 23";"55.106325, 61.483887";"1";"5055"
"???????? ?????, 24";"55.106134, 61.483285";"1";"5056"
"???????? ?????, 25";"55.105985, 61.484525";"1";"5057"
"???????? ?????, 26";"55.105975, 61.483842";"1";"5058"
"???????? ?????, 27";"55.105578, 61.484821";"1";"5059"
"???????? ?????, 28";"55.105686, 61.484166";"1";"5060"
"???????? ?????, 29";"55.105207, 61.485136";"1";"5061"
"???????? ?????, 30";"55.105439, 61.484363";"1";"5062"
"???????? ?????, 31";"55.104785, 61.485504";"1";"5063"
"???????? ?????, 32";"55.105176, 61.48457";"1";"5064"
"???????? ?????, 32/2";"55.105125, 61.484624";"1";"5065"
"???????? ?????, 34";"55.104934, 61.484767";"1";"5066"
"???????? ?????, 36";"55.104599, 61.485055";"1";"5067"
"????????, 10";"55.28807, 61.51222";"1";"5068"
"????????, 11";"55.288722, 61.512355";"1";"5069"
"????????, 12";"55.287455, 61.512076";"1";"5070"
"????????, 13";"55.287353, 61.514376";"1";"5071"
"????????, 14";"55.287425, 61.51363";"1";"5072"
"????????, 14?";"55.288552, 61.515741";"1";"5073"
"????????, 15";"55.287804, 61.51611";"1";"5074"
"????????, 16";"55.288491, 61.514636";"1";"5075"
"????????, 16?";"55.287127, 61.515535";"1";"5076"
"????????, 17";"55.288557, 61.513837";"1";"5077"
"????????, 18";"55.288609, 61.5131";"1";"5078"
"????????, 19";"55.287455, 61.512867";"1";"5079"
"????????, 20";"55.288506, 61.517358";"1";"5080"
"????????, 21";"55.287624, 61.517197";"1";"5081"
"????????, 22";"55.286748, 61.517026";"1";"5082"
"????????, 23";"55.286133, 61.518122";"1";"5083"
"????????, 24";"55.286671, 61.518436";"1";"5084"
"????????, 25";"55.286384, 61.519406";"1";"5085"
"????????, 26";"55.288378, 61.518526";"1";"5086"
"????????, 4";"55.29068, 61.51275";"1";"5087"
"????????, 5";"55.289378, 61.512498";"1";"5088"
"????????, 6";"55.290552, 61.514888";"1";"5089"
"????????, 7";"55.290618, 61.513909";"1";"5090"
"????????, 8";"55.289306, 61.513648";"1";"5091"
"????????, 9";"55.289239, 61.514627";"1";"5092"
"??????????? ?????, 1";"55.248499, 61.384722";"1";"5093"
"??????????? ?????, 10";"55.24876, 61.383375";"1";"5094"
"??????????? ?????, 11";"55.248458, 61.381228";"1";"5095"
"??????????? ?????, 12";"55.248755, 61.383033";"1";"5096"
"??????????? ?????, 13";"55.248504, 61.380204";"1";"5097"
"??????????? ?????, 14";"55.24875, 61.382638";"1";"5098"
"??????????? ?????, 15";"55.248391, 61.37926";"1";"5099"
"??????????? ?????, 16";"55.248755, 61.38227";"1";"5100"
"??????????? ?????, 17";"55.248309, 61.378326";"1";"5101"
"??????????? ?????, 18";"55.248719, 61.38174";"1";"5102"
"??????????? ?????, 19";"55.248165, 61.375892";"1";"5103"
"??????????? ?????, 1?";"55.248504, 61.384515";"1";"5104"
"??????????? ?????, 2";"55.248837, 61.385198";"1";"5105"
"??????????? ?????, 20";"55.248719, 61.381057";"1";"5106"
"??????????? ?????, 21";"55.248324, 61.374823";"1";"5107"
"??????????? ?????, 24";"55.24873, 61.379377";"1";"5108"
"??????????? ?????, 25";"55.248319, 61.373781";"1";"5109"
"??????????? ?????, 26";"55.248719, 61.378748";"1";"5110"
"??????????? ?????, 27";"55.248298, 61.372631";"1";"5111"
"??????????? ?????, 27?";"55.247631, 61.372721";"1";"5112"
"??????????? ?????, 28";"55.248709, 61.377967";"1";"5113"
"??????????? ?????, 28?";"55.248914, 61.377994";"1";"5114"
"??????????? ?????, 29";"55.248283, 61.370654";"1";"5115"
"??????????? ?????, 29?";"55.247601, 61.370717";"1";"5116"
"??????????? ?????, 3";"55.248493, 61.383815";"1";"5117"
"??????????? ?????, 30";"55.248755, 61.377266";"1";"5118"
"??????????? ?????, 31";"55.247975, 61.369163";"1";"5119"
"??????????? ?????, 32";"55.248735, 61.376745";"1";"5120"
"??????????? ?????, 34";"55.248683, 61.376062";"1";"5121"
"??????????? ?????, 35";"55.247241, 61.365058";"1";"5122"
"??????????? ?????, 35/1";"55.247991, 61.365417";"1";"5123"
"??????????? ?????, 35?";"55.248745, 61.361492";"1";"5124"
"??????????? ?????, 35??1";"55.246764, 61.363055";"1";"5125"
"??????????? ?????, 35??2";"55.247318, 61.36336";"1";"5126"
"??????????? ?????, 35??3";"55.2466, 61.364456";"1";"5127"
"??????????? ?????, 35??4";"55.24679, 61.365444";"1";"5128"
"??????????? ?????, 35?";"55.248288, 61.364115";"1";"5129"
"??????????? ?????, 36";"55.248673, 61.375281";"1";"5130"
"??????????? ?????, 38";"55.248658, 61.374652";"1";"5131"
"??????????? ?????, 39";"55.249412, 61.361797";"1";"5132"
"??????????? ?????, 4";"55.248776, 61.384641";"1";"5133"
"??????????? ?????, 40";"55.248647, 61.373655";"1";"5134"
"??????????? ?????, 42";"55.248863, 61.372667";"1";"5135"
"??????????? ?????, 44";"55.248771, 61.371607";"1";"5136"
"??????????? ?????, 46";"55.248617, 61.370124";"1";"5137"
"??????????? ?????, 46?";"55.249243, 61.370439";"1";"5138"
"??????????? ?????, 48";"55.248842, 61.369118";"1";"5139"
"??????????? ?????, 5";"55.248478, 61.383078";"1";"5140"
"??????????? ?????, 50";"55.248817, 61.368534";"1";"5141"
"??????????? ?????, 52";"55.249925, 61.362579";"1";"5142"
"??????????? ?????, 6";"55.248771, 61.384237";"1";"5143"
"??????????? ?????, 60";"55.251875, 61.361051";"1";"5144"
"??????????? ?????, 7";"55.248463, 61.382306";"1";"5145"
"??????????? ?????, 8";"55.248771, 61.383869";"1";"5146"
"??????????? ?????, 8?";"55.248765, 61.383743";"1";"5147"
"??????????? ?????, 9";"55.248452, 61.381883";"1";"5148"
"?????????? ?????, 1";"55.257704, 61.368364";"1";"5149"
"?????????? ?????, 10";"55.257535, 61.365929";"1";"5150"
"?????????? ?????, 12";"55.257432, 61.365669";"1";"5151"
"?????????? ?????, 13";"55.25714, 61.365777";"1";"5152"
"?????????? ?????, 14";"55.257324, 61.365435";"1";"5153"
"?????????? ?????, 15";"55.257027, 61.365525";"1";"5154"
"?????????? ?????, 16";"55.257227, 61.365184";"1";"5155"
"?????????? ?????, 17";"55.256939, 61.365327";"1";"5156"
"?????????? ?????, 18";"55.257109, 61.364986";"1";"5157"
"?????????? ?????, 19";"55.256827, 61.365112";"1";"5158"
"?????????? ?????, 2";"55.257853, 61.366917";"1";"5159"
"?????????? ?????, 20";"55.257032, 61.364833";"1";"5160"
"?????????? ?????, 20?";"55.256996, 61.36477";"1";"5161"
"?????????? ?????, 21";"55.256703, 61.364878";"1";"5162"
"?????????? ?????, 22";"55.256888, 61.364555";"1";"5163"
"?????????? ?????, 23";"55.256616, 61.364699";"1";"5164"
"?????????? ?????, 24";"55.256786, 61.364366";"1";"5165"
"?????????? ?????, 25";"55.256411, 61.364357";"1";"5166"
"?????????? ?????, 26";"55.256606, 61.364034";"1";"5167"
"?????????? ?????, 27";"55.256267, 61.364151";"1";"5168"
"?????????? ?????, 28";"55.256447, 61.363827";"1";"5169"
"?????????? ?????, 29";"55.25616, 61.36398";"1";"5170"
"?????????? ?????, 3";"55.257606, 61.366998";"1";"5171"
"?????????? ?????, 30";"55.256308, 61.363621";"1";"5172"
"?????????? ?????, 31";"55.256036, 61.363818";"1";"5173"
"?????????? ?????, 32";"55.256206, 61.363477";"1";"5174"
"?????????? ?????, 33";"55.255913, 61.363657";"1";"5175"
"?????????? ?????, 34";"55.256062, 61.363279";"1";"5176"
"?????????? ?????, 35";"55.25577, 61.363495";"1";"5177"
"?????????? ?????, 36";"55.255939, 61.363109";"1";"5178"
"?????????? ?????, 37";"55.255662, 61.363333";"1";"5179"
"?????????? ?????, 38";"55.25577, 61.362893";"1";"5180"
"?????????? ?????, 39";"55.255503, 61.363162";"1";"5181"
"?????????? ?????, 4";"55.257791, 61.366639";"1";"5182"
"?????????? ?????, 40";"55.255652, 61.362758";"1";"5183"
"?????????? ?????, 41";"55.255369, 61.363046";"1";"5184"
"?????????? ?????, 42";"55.255503, 61.362623";"1";"5185"
"?????????? ?????, 5";"55.257514, 61.366702";"1";"5186"
"?????????? ?????, 6";"55.257719, 61.366423";"1";"5187"
"?????????? ?????, 7";"55.257417, 61.366468";"1";"5188"
"?????????? ?????, 8";"55.257622, 61.366154";"1";"5189"
"?????????? ?????, 9";"55.25734, 61.366235";"1";"5190"
"?????????? ?????, 1";"55.118658, 61.33544";"1";"5191"
"?????????? ?????, 10";"55.118853, 61.332278";"1";"5192"
"?????????? ?????, 11";"55.118539, 61.332216";"1";"5193"
"?????????? ?????, 12";"55.118565, 61.331946";"1";"5194"
"?????????? ?????, 14";"55.118652, 61.33165";"1";"5195"
"?????????? ?????, 16";"55.118544, 61.331281";"1";"5196"
"?????????? ?????, 17";"55.118477, 61.330859";"1";"5197"
"?????????? ?????, 19";"55.118601, 61.33032";"1";"5198"
"?????????? ?????, 2";"55.118529, 61.334875";"1";"5199"
"?????????? ?????, 3";"55.118524, 61.334569";"1";"5200"
"?????????? ?????, 4";"55.118544, 61.334147";"1";"5201"
"?????????? ?????, 5";"55.118544, 61.333994";"1";"5202"
"?????????? ?????, 7";"55.118544, 61.333159";"1";"5203"
"?????????? ?????, 7?";"55.118256, 61.33306";"1";"5204"
"?????????? ?????, 8";"55.118534, 61.332826";"1";"5205"
"?????????? ?????, 9";"55.118534, 61.332647";"1";"5206"
"?????????? ?????, 1";"55.125237, 61.440364";"1";"5207"
"?????????? ?????, 10";"55.124295, 61.43969";"1";"5208"
"?????????? ?????, 11";"55.124089, 61.440328";"1";"5209"
"?????????? ?????, 12";"55.124084, 61.439879";"1";"5210"
"?????????? ?????, 13";"55.12394, 61.440364";"1";"5211"
"?????????? ?????, 14";"55.123883, 61.439915";"1";"5212"
"?????????? ?????, 15";"55.123796, 61.440382";"1";"5213"
"?????????? ?????, 16";"55.123631, 61.439941";"1";"5214"
"?????????? ?????, 17";"55.123317, 61.440489";"1";"5215"
"?????????? ?????, 18";"55.123286, 61.439995";"1";"5216"
